year_month,industry,ratio,country
202404,K-패션,12.43,대만
202404,K-문화체험,3.02,대만
202404,K-스포츠,0.35,대만
202404,K-나이트컬처,0.42,대만
202404,K-공연,0.26,대만
202405,K-라이프스타일푸드,33.57,대만
202405,K-쇼핑,29.36,대만
202405,K-한식,11.68,대만
202405,K-뷰티웰니스,8.22,대만
202405,K-패션,12.67,대만
202405,K-문화체험,3.37,대만
202405,K-스포츠,0.41,대만
202405,K-나이트컬처,0.44,대만
202405,K-공연,0.27,대만
202406,K-라이프스타일푸드,33.8,대만
202406,K-쇼핑,28.62,대만
202406,K-한식,11.59,대만
202406,K-뷰티웰니스,8.49,대만
202406,K-패션,12.91,대만
202406,K-문화체험,3.41,대만
202406,K-스포츠,0.43,대만
202406,K-나이트컬처,0.46,대만
202406,K-공연,0.29,대만
202407,K-라이프스타일푸드,34.76,대만
202407,K-쇼핑,29.48,대만
202407,K-한식,11.5,대만
202407,K-뷰티웰니스,7.8,대만
202407,K-패션,11.07,대만
202407,K-문화체험,4.18,대만
202407,K-스포츠,0.48,대만
202407,K-나이트컬처,0.38,대만
202407,K-공연,0.36,대만
202408,K-라이프스타일푸드,35.38,대만
202408,K-쇼핑,28.96,대만
202408,K-한식,11.45,대만
202408,K-뷰티웰니스,8.12,대만
202408,K-패션,10.87,대만
202408,K-문화체험,3.89,대만
202408,K-스포츠,0.5,대만
202408,K-나이트컬처,0.42,대만
202408,K-공연,0.41,대만
202409,K-라이프스타일푸드,35.19,대만
202409,K-쇼핑,28.27,대만
202409,K-한식,11.45,대만
202409,K-뷰티웰니스,9.29,대만
202409,K-패션,11.66,대만
202409,K-문화체험,2.95,대만
202409,K-스포츠,0.41,대만
202409,K-나이트컬처,0.47,대만
202409,K-공연,0.32,대만
202410,K-라이프스타일푸드,35.06,대만
202410,K-쇼핑,28.63,대만
202410,K-한식,11.84,대만
202410,K-뷰티웰니스,9.23,대만
202410,K-패션,11.2,대만
202410,K-문화체험,2.85,대만
202410,K-스포츠,0.43,대만
202410,K-나이트컬처,0.45,대만
202410,K-공연,0.29,대만
202411,K-라이프스타일푸드,34.43,대만
202411,K-쇼핑,29.09,대만
202411,K-한식,11.99,대만
202411,K-뷰티웰니스,9.42,대만
202411,K-패션,11.37,대만
202411,K-문화체험,2.61,대만
202411,K-스포츠,0.39,대만
202411,K-나이트컬처,0.49,대만
202411,K-공연,0.22,대만
202412,K-라이프스타일푸드,32.91,대만
202412,K-쇼핑,29.62,대만
202412,K-한식,12.0,대만
202412,K-뷰티웰니스,9.67,대만
202412,K-패션,11.7,대만
202412,K-문화체험,2.85,대만
202412,K-스포츠,0.57,대만
202412,K-나이트컬처,0.45,대만
202412,K-공연,0.23,대만
202501,K-라이프스타일푸드,33.89,대만
202501,K-쇼핑,29.59,대만
202501,K-한식,12.32,대만
202501,K-뷰티웰니스,8.88,대만
202501,K-패션,10.68,대만
202501,K-문화체험,3.21,대만
202501,K-스포츠,0.82,대만
202501,K-나이트컬처,0.39,대만
202501,K-공연,0.22,대만
202502,K-라이프스타일푸드,33.15,대만
202502,K-쇼핑,29.96,대만
202502,K-한식,11.64,대만
202502,K-뷰티웰니스,9.45,대만
202502,K-패션,11.22,대만
202502,K-문화체험,3.19,대만
202502,K-스포츠,0.82,대만
202502,K-나이트컬처,0.37,대만
202502,K-공연,0.18,대만
202503,K-라이프스타일푸드,33.79,대만
202503,K-쇼핑,29.2,대만
202503,K-한식,11.7,대만
202503,K-뷰티웰니스,10.1,대만
202503,K-패션,11.32,대만
202503,K-문화체험,2.92,대만
202503,K-스포츠,0.39,대만
202503,K-나이트컬처,0.43,대만
202503,K-공연,0.17,대만
202504,K-라이프스타일푸드,34.32,대만
202504,K-쇼핑,28.85,대만
202504,K-한식,12.25,대만
202504,K-뷰티웰니스,9.64,대만
202504,K-패션,10.64,대만
202504,K-문화체험,3.28,대만
202504,K-스포츠,0.44,대만
202504,K-나이트컬처,0.41,대만
202504,K-공연,0.16,대만
202505,K-라이프스타일푸드,33.8,대만
202505,K-쇼핑,28.63,대만
202505,K-한식,11.42,대만
202505,K-뷰티웰니스,10.13,대만
202505,K-패션,11.55,대만
202505,K-문화체험,3.49,대만
202505,K-스포츠,0.4,대만
202505,K-나이트컬처,0.41,대만
202505,K-공연,0.16,대만
202506,K-라이프스타일푸드,34.91,대만
202506,K-쇼핑,27.69,대만
202506,K-한식,11.16,대만
202506,K-뷰티웰니스,10.25,대만
202506,K-패션,11.31,대만
202506,K-문화체험,3.69,대만
202506,K-스포츠,0.42,대만
202506,K-나이트컬처,0.42,대만
202506,K-공연,0.16,대만
202507,K-라이프스타일푸드,35.65,대만
202507,K-쇼핑,28.32,대만
202507,K-한식,11.31,대만
202507,K-뷰티웰니스,9.12,대만
202507,K-패션,10.11,대만
202507,K-문화체험,4.44,대만
202507,K-스포츠,0.5,대만
202507,K-나이트컬처,0.35,대만
202507,K-공연,0.19,대만
202508,K-라이프스타일푸드,34.86,대만
202508,K-쇼핑,29.06,대만
202508,K-한식,11.23,대만
202508,K-뷰티웰니스,9.61,대만
202508,K-패션,10.19,대만
202508,K-문화체험,4.04,대만
202508,K-스포츠,0.47,대만
202508,K-나이트컬처,0.36,대만
202508,K-공연,0.18,대만
202509,K-라이프스타일푸드,34.99,대만
202509,K-쇼핑,27.39,대만
202509,K-한식,11.4,대만
202509,K-뷰티웰니스,11.67,대만
202509,K-패션,10.66,대만
202509,K-문화체험,2.88,대만
202509,K-스포츠,0.45,대만
202509,K-나이트컬처,0.39,대만
202509,K-공연,0.17,대만
202510,K-라이프스타일푸드,35.02,대만
202510,K-쇼핑,26.83,대만
202510,K-한식,12.27,대만
202510,K-뷰티웰니스,10.94,대만
202510,K-패션,10.57,대만
202510,K-문화체험,3.35,대만
202510,K-스포츠,0.46,대만
202510,K-나이트컬처,0.39,대만
202510,K-공연,0.18,대만
202511,K-라이프스타일푸드,34.97,대만
202511,K-쇼핑,25.9,대만
202511,K-한식,12.34,대만
202511,K-뷰티웰니스,12.22,대만
202511,K-패션,10.85,대만
202511,K-문화체험,2.67,대만
202511,K-스포츠,0.44,대만
202511,K-나이트컬처,0.42,대만
202511,K-공연,0.18,대만
202512,K-라이프스타일푸드,33.66,대만
202512,K-쇼핑,27.19,대만
202512,K-한식,12.02,대만
202512,K-뷰티웰니스,12.4,대만
202512,K-패션,10.85,대만
202512,K-문화체험,2.81,대만
202512,K-스포츠,0.52,대만
202512,K-나이트컬처,0.38,대만
202512,K-공연,0.16,대만
202601,K-라이프스타일푸드,34.9,대만
202601,K-쇼핑,27.57,대만
202601,K-한식,12.11,대만
202601,K-뷰티웰니스,10.53,대만
202601,K-패션,10.47,대만
202601,K-문화체험,3.11,대만
202601,K-스포츠,0.8,대만
202601,K-나이트컬처,0.34,대만
202601,K-공연,0.18,대만
202602,K-라이프스타일푸드,35.2,대만
202602,K-쇼핑,27.89,대만
202602,K-한식,12.74,대만
202602,K-뷰티웰니스,9.32,대만
202602,K-패션,9.76,대만
202602,K-문화체험,3.51,대만
202602,K-스포츠,1.02,대만
202602,K-나이트컬처,0.33,대만
202602,K-공연,0.24,대만
202603,K-라이프스타일푸드,35.6,대만
202603,K-쇼핑,26.7,대만
202603,K-한식,11.84,대만
202603,K-뷰티웰니스,11.32,대만
202603,K-패션,10.2,대만
202603,K-문화체험,3.46,대만
202603,K-스포츠,0.36,대만
202603,K-나이트컬처,0.35,대만
202603,K-공연,0.18,대만
202604,K-라이프스타일푸드,36.92,대만
202604,K-쇼핑,25.49,대만
202604,K-한식,12.42,대만
202604,K-뷰티웰니스,10.87,대만
202604,K-패션,9.66,대만
202604,K-문화체험,3.6,대만
202604,K-스포츠,0.49,대만
202604,K-나이트컬처,0.35,대만
202604,K-공연,0.19,대만
201801,K-라이프스타일푸드,18.35,홍콩
201801,K-쇼핑,49.14,홍콩
201801,K-한식,11.05,홍콩
201801,K-패션,8.64,홍콩
201801,K-뷰티웰니스,10.72,홍콩
201801,K-문화체험,0.44,홍콩
201801,K-나이트컬처,0.83,홍콩
201801,K-스포츠,0.55,홍콩
201801,K-공연,0.29,홍콩
201802,K-라이프스타일푸드,19.34,홍콩
201802,K-쇼핑,48.42,홍콩
201802,K-한식,11.03,홍콩
201802,K-패션,7.57,홍콩
201802,K-뷰티웰니스,10.39,홍콩
201802,K-문화체험,0.83,홍콩
201802,K-나이트컬처,0.9,홍콩
201802,K-스포츠,1.23,홍콩
201802,K-공연,0.29,홍콩
201803,K-라이프스타일푸드,18.56,홍콩
201803,K-쇼핑,48.51,홍콩
201803,K-한식,10.94,홍콩
201803,K-패션,9.26,홍콩
201803,K-뷰티웰니스,10.23,홍콩
201803,K-문화체험,0.7,홍콩
201803,K-나이트컬처,0.97,홍콩
201803,K-스포츠,0.56,홍콩
201803,K-공연,0.27,홍콩
201804,K-라이프스타일푸드,17.85,홍콩
201804,K-쇼핑,46.58,홍콩
201804,K-한식,11.33,홍콩
201804,K-패션,10.36,홍콩
201804,K-뷰티웰니스,10.94,홍콩
201804,K-문화체험,0.95,홍콩
201804,K-나이트컬처,0.99,홍콩
201804,K-스포츠,0.71,홍콩
201804,K-공연,0.29,홍콩
201805,K-라이프스타일푸드,18.54,홍콩
201805,K-쇼핑,45.91,홍콩
201805,K-한식,11.51,홍콩
201805,K-패션,10.39,홍콩
201805,K-뷰티웰니스,10.83,홍콩
201805,K-문화체험,0.57,홍콩
201805,K-나이트컬처,1.11,홍콩
201805,K-스포츠,0.8,홍콩
201805,K-공연,0.35,홍콩
201806,K-라이프스타일푸드,19.42,홍콩
201806,K-쇼핑,44.75,홍콩
201806,K-한식,11.72,홍콩
201806,K-패션,10.64,홍콩
201806,K-뷰티웰니스,10.39,홍콩
201806,K-문화체험,0.69,홍콩
201806,K-나이트컬처,1.23,홍콩
201806,K-스포츠,0.82,홍콩
201806,K-공연,0.35,홍콩
201807,K-라이프스타일푸드,20.54,홍콩
201807,K-쇼핑,45.74,홍콩
201807,K-한식,12.34,홍콩
201807,K-패션,8.54,홍콩
201807,K-뷰티웰니스,8.95,홍콩
201807,K-문화체험,1.42,홍콩
201807,K-나이트컬처,1.03,홍콩
201807,K-스포츠,0.95,홍콩
201807,K-공연,0.49,홍콩
201808,K-라이프스타일푸드,21.04,홍콩
201808,K-쇼핑,45.23,홍콩
201808,K-한식,12.63,홍콩
201808,K-패션,8.21,홍콩
201808,K-뷰티웰니스,8.83,홍콩
201808,K-문화체험,1.59,홍콩
201808,K-나이트컬처,1.04,홍콩
201808,K-스포츠,0.92,홍콩
201808,K-공연,0.52,홍콩
201809,K-라이프스타일푸드,20.66,홍콩
201809,K-쇼핑,44.52,홍콩
201809,K-한식,12.93,홍콩
201809,K-패션,9.77,홍콩
201809,K-뷰티웰니스,9.13,홍콩
201809,K-문화체험,0.56,홍콩
201809,K-나이트컬처,1.32,홍콩
201809,K-스포츠,0.79,홍콩
201809,K-공연,0.32,홍콩
201810,K-라이프스타일푸드,19.96,홍콩
201810,K-쇼핑,45.14,홍콩
201810,K-한식,12.65,홍콩
201810,K-패션,9.89,홍콩
201810,K-뷰티웰니스,9.42,홍콩
201810,K-문화체험,0.63,홍콩
201810,K-나이트컬처,1.05,홍콩
201810,K-스포츠,0.98,홍콩
201810,K-공연,0.3,홍콩
201811,K-라이프스타일푸드,19.93,홍콩
201811,K-쇼핑,43.99,홍콩
201811,K-한식,13.07,홍콩
201811,K-패션,10.16,홍콩
201811,K-뷰티웰니스,10.25,홍콩
201811,K-문화체험,0.46,홍콩
201811,K-나이트컬처,1.16,홍콩
201811,K-스포츠,0.73,홍콩
201811,K-공연,0.24,홍콩
201812,K-라이프스타일푸드,20.84,홍콩
201812,K-쇼핑,43.45,홍콩
201812,K-한식,13.66,홍콩
201812,K-패션,9.28,홍콩
201812,K-뷰티웰니스,8.38,홍콩
201812,K-문화체험,0.98,홍콩
201812,K-나이트컬처,1.09,홍콩
201812,K-스포츠,1.89,홍콩
201812,K-공연,0.43,홍콩
201901,K-라이프스타일푸드,22.83,홍콩
201901,K-쇼핑,42.04,홍콩
201901,K-한식,13.97,홍콩
201901,K-패션,9.28,홍콩
201901,K-뷰티웰니스,8.62,홍콩
201901,K-문화체험,0.51,홍콩
201901,K-나이트컬처,1.11,홍콩
201901,K-스포츠,1.29,홍콩
201901,K-공연,0.35,홍콩
201902,K-라이프스타일푸드,22.1,홍콩
201902,K-쇼핑,42.12,홍콩
201902,K-한식,13.78,홍콩
201902,K-패션,7.88,홍콩
201902,K-뷰티웰니스,8.62,홍콩
201902,K-문화체험,1.11,홍콩
201902,K-나이트컬처,1.03,홍콩
201902,K-스포츠,2.73,홍콩
201902,K-공연,0.63,홍콩
201903,K-라이프스타일푸드,23.02,홍콩
201903,K-쇼핑,41.81,홍콩
201903,K-한식,13.37,홍콩
201903,K-패션,9.45,홍콩
201903,K-뷰티웰니스,9.27,홍콩
201903,K-문화체험,0.53,홍콩
201903,K-나이트컬처,1.24,홍콩
201903,K-스포츠,0.67,홍콩
201903,K-공연,0.63,홍콩
201904,K-라이프스타일푸드,21.43,홍콩
201904,K-쇼핑,41.92,홍콩
201904,K-한식,13.61,홍콩
201904,K-패션,10.48,홍콩
201904,K-뷰티웰니스,8.77,홍콩
201904,K-문화체험,1.35,홍콩
201904,K-나이트컬처,1.0,홍콩
201904,K-스포츠,0.85,홍콩
201904,K-공연,0.58,홍콩
201905,K-라이프스타일푸드,21.96,홍콩
201905,K-쇼핑,41.14,홍콩
201905,K-한식,13.77,홍콩
201905,K-패션,10.94,홍콩
201905,K-뷰티웰니스,8.88,홍콩
201905,K-문화체험,0.74,홍콩
201905,K-나이트컬처,1.2,홍콩
201905,K-스포츠,0.94,홍콩
201905,K-공연,0.43,홍콩
201906,K-라이프스타일푸드,22.31,홍콩
201906,K-쇼핑,40.54,홍콩
201906,K-한식,13.94,홍콩
201906,K-패션,11.04,홍콩
201906,K-뷰티웰니스,8.42,홍콩
201906,K-문화체험,0.8,홍콩
201906,K-나이트컬처,1.49,홍콩
201906,K-스포츠,0.95,홍콩
201906,K-공연,0.51,홍콩
201907,K-라이프스타일푸드,23.59,홍콩
201907,K-쇼핑,40.27,홍콩
201907,K-한식,14.02,홍콩
201907,K-패션,9.36,홍콩
201907,K-뷰티웰니스,8.19,홍콩
201907,K-문화체험,1.6,홍콩
201907,K-나이트컬처,1.14,홍콩
201907,K-스포츠,1.12,홍콩
201907,K-공연,0.7,홍콩
201908,K-라이프스타일푸드,24.02,홍콩
201908,K-쇼핑,40.33,홍콩
201908,K-한식,14.65,홍콩
201908,K-패션,8.53,홍콩
201908,K-뷰티웰니스,7.98,홍콩
201908,K-문화체험,1.73,홍콩
201908,K-나이트컬처,1.08,홍콩
201908,K-스포츠,1.18,홍콩
201908,K-공연,0.51,홍콩
201909,K-라이프스타일푸드,23.92,홍콩
201909,K-쇼핑,40.85,홍콩
201909,K-한식,14.59,홍콩
201909,K-패션,9.26,홍콩
201909,K-뷰티웰니스,8.13,홍콩
201909,K-문화체험,0.73,홍콩
201909,K-나이트컬처,1.38,홍콩
201909,K-스포츠,0.86,홍콩
201909,K-공연,0.28,홍콩
201910,K-라이프스타일푸드,24.18,홍콩
201910,K-쇼핑,38.7,홍콩
201910,K-한식,15.43,홍콩
201910,K-패션,9.64,홍콩
201910,K-뷰티웰니스,8.5,홍콩
201910,K-문화체험,0.8,홍콩
201910,K-나이트컬처,1.3,홍콩
201910,K-스포츠,0.92,홍콩
201910,K-공연,0.54,홍콩
201911,K-라이프스타일푸드,23.2,홍콩
201911,K-쇼핑,40.24,홍콩
201911,K-한식,14.82,홍콩
201911,K-패션,9.72,홍콩
201911,K-뷰티웰니스,9.08,홍콩
201911,K-문화체험,0.55,홍콩
201911,K-나이트컬처,1.27,홍콩
201911,K-스포츠,0.72,홍콩
201911,K-공연,0.39,홍콩
201912,K-라이프스타일푸드,24.12,홍콩
201912,K-쇼핑,38.39,홍콩
201912,K-한식,15.47,홍콩
201912,K-패션,9.3,홍콩
201912,K-뷰티웰니스,8.25,홍콩
201912,K-문화체험,1.11,홍콩
201912,K-나이트컬처,1.07,홍콩
201912,K-스포츠,1.85,홍콩
201912,K-공연,0.45,홍콩
202001,K-라이프스타일푸드,23.96,홍콩
202001,K-쇼핑,37.49,홍콩
202001,K-한식,14.86,홍콩
202001,K-패션,8.36,홍콩
202001,K-뷰티웰니스,10.82,홍콩
202001,K-문화체험,1.01,홍콩
202001,K-나이트컬처,1.0,홍콩
202001,K-스포츠,2.11,홍콩
202001,K-공연,0.39,홍콩
202002,K-라이프스타일푸드,27.67,홍콩
202002,K-쇼핑,36.5,홍콩
202002,K-한식,14.21,홍콩
202002,K-패션,6.14,홍콩
202002,K-뷰티웰니스,12.1,홍콩
202002,K-문화체험,0.6,홍콩
202002,K-나이트컬처,1.13,홍콩
202002,K-스포츠,1.41,홍콩
202002,K-공연,0.24,홍콩
202003,K-라이프스타일푸드,36.56,홍콩
202003,K-쇼핑,31.91,홍콩
202003,K-한식,16.68,홍콩
202003,K-패션,2.08,홍콩
202003,K-뷰티웰니스,6.48,홍콩
202003,K-문화체험,0.64,홍콩
202003,K-나이트컬처,1.8,홍콩
202003,K-스포츠,3.41,홍콩
202003,K-공연,0.43,홍콩
202004,K-라이프스타일푸드,36.05,홍콩
202004,K-쇼핑,31.73,홍콩
202004,K-한식,16.73,홍콩
202004,K-패션,2.33,홍콩
202004,K-뷰티웰니스,6.05,홍콩
202004,K-문화체험,0.94,홍콩
202004,K-나이트컬처,1.99,홍콩
202004,K-스포츠,3.58,홍콩
202004,K-공연,0.61,홍콩
202005,K-라이프스타일푸드,35.05,홍콩
202005,K-쇼핑,32.3,홍콩
202005,K-한식,17.03,홍콩
202005,K-패션,2.6,홍콩
202005,K-뷰티웰니스,6.34,홍콩
202005,K-문화체험,0.52,홍콩
202005,K-나이트컬처,1.83,홍콩
202005,K-스포츠,3.96,홍콩
202005,K-공연,0.38,홍콩
202006,K-라이프스타일푸드,35.78,홍콩
202006,K-쇼핑,29.1,홍콩
202006,K-한식,17.86,홍콩
202006,K-패션,2.55,홍콩
202006,K-뷰티웰니스,6.89,홍콩
202006,K-문화체험,0.68,홍콩
202006,K-나이트컬처,2.05,홍콩
202006,K-스포츠,4.34,홍콩
202006,K-공연,0.75,홍콩
202007,K-라이프스타일푸드,36.53,홍콩
202007,K-쇼핑,28.29,홍콩
202007,K-한식,19.3,홍콩
202007,K-패션,2.15,홍콩
202007,K-뷰티웰니스,6.07,홍콩
202007,K-문화체험,0.96,홍콩
202007,K-나이트컬처,2.19,홍콩
202007,K-스포츠,4.07,홍콩
202007,K-공연,0.45,홍콩
202008,K-라이프스타일푸드,35.6,홍콩
202008,K-쇼핑,30.92,홍콩
202008,K-한식,17.93,홍콩
202008,K-패션,2.03,홍콩
202008,K-뷰티웰니스,6.31,홍콩
202008,K-문화체험,0.54,홍콩
202008,K-나이트컬처,2.28,홍콩
202008,K-스포츠,3.91,홍콩
202008,K-공연,0.49,홍콩
202009,K-라이프스타일푸드,35.42,홍콩
202009,K-쇼핑,32.17,홍콩
202009,K-한식,16.64,홍콩
202009,K-패션,2.47,홍콩
202009,K-뷰티웰니스,6.43,홍콩
202009,K-문화체험,0.46,홍콩
202009,K-나이트컬처,1.67,홍콩
202009,K-스포츠,4.29,홍콩
202009,K-공연,0.43,홍콩
202010,K-라이프스타일푸드,35.76,홍콩
202010,K-쇼핑,28.66,홍콩
202010,K-한식,18.57,홍콩
202010,K-패션,2.8,홍콩
202010,K-뷰티웰니스,5.75,홍콩
202010,K-문화체험,1.48,홍콩
202010,K-나이트컬처,2.12,홍콩
202010,K-스포츠,4.44,홍콩
202010,K-공연,0.42,홍콩
202011,K-라이프스타일푸드,36.91,홍콩
202011,K-쇼핑,28.28,홍콩
202011,K-한식,19.58,홍콩
202011,K-패션,2.65,홍콩
202011,K-뷰티웰니스,5.51,홍콩
202011,K-문화체험,0.78,홍콩
202011,K-나이트컬처,2.07,홍콩
202011,K-스포츠,3.92,홍콩
202011,K-공연,0.31,홍콩
202012,K-라이프스타일푸드,36.35,홍콩
202012,K-쇼핑,35.28,홍콩
202012,K-한식,16.5,홍콩
202012,K-패션,2.51,홍콩
202012,K-뷰티웰니스,6.34,홍콩
202012,K-문화체험,0.3,홍콩
202012,K-나이트컬처,0.87,홍콩
202012,K-스포츠,1.71,홍콩
202012,K-공연,0.15,홍콩
202101,K-라이프스타일푸드,36.46,홍콩
202101,K-쇼핑,33.96,홍콩
202101,K-한식,17.41,홍콩
202101,K-패션,2.13,홍콩
202101,K-뷰티웰니스,6.09,홍콩
202101,K-문화체험,0.46,홍콩
202101,K-나이트컬처,1.45,홍콩
202101,K-스포츠,1.73,홍콩
202101,K-공연,0.31,홍콩
202102,K-라이프스타일푸드,35.81,홍콩
202102,K-쇼핑,32.52,홍콩
202102,K-한식,17.84,홍콩
202102,K-패션,2.34,홍콩
202102,K-뷰티웰니스,5.56,홍콩
202102,K-문화체험,0.61,홍콩
202102,K-나이트컬처,1.52,홍콩
202102,K-스포츠,3.34,홍콩
202102,K-공연,0.47,홍콩
202103,K-라이프스타일푸드,35.73,홍콩
202103,K-쇼핑,31.03,홍콩
202103,K-한식,18.14,홍콩
202103,K-패션,2.35,홍콩
202103,K-뷰티웰니스,6.12,홍콩
202103,K-문화체험,0.5,홍콩
202103,K-나이트컬처,1.6,홍콩
202103,K-스포츠,4.35,홍콩
202103,K-공연,0.19,홍콩
202104,K-라이프스타일푸드,36.07,홍콩
202104,K-쇼핑,29.93,홍콩
202104,K-한식,18.28,홍콩
202104,K-패션,2.44,홍콩
202104,K-뷰티웰니스,5.89,홍콩
202104,K-문화체험,0.77,홍콩
202104,K-나이트컬처,1.35,홍콩
202104,K-스포츠,5.03,홍콩
202104,K-공연,0.24,홍콩
202105,K-라이프스타일푸드,35.9,홍콩
202105,K-쇼핑,30.06,홍콩
202105,K-한식,18.82,홍콩
202105,K-패션,2.68,홍콩
202105,K-뷰티웰니스,5.18,홍콩
202105,K-문화체험,0.8,홍콩
202105,K-나이트컬처,1.25,홍콩
202105,K-스포츠,4.93,홍콩
202105,K-공연,0.38,홍콩
202106,K-라이프스타일푸드,36.44,홍콩
202106,K-쇼핑,30.63,홍콩
202106,K-한식,17.8,홍콩
202106,K-패션,2.38,홍콩
202106,K-뷰티웰니스,5.62,홍콩
202106,K-문화체험,0.56,홍콩
202106,K-나이트컬처,1.33,홍콩
202106,K-스포츠,4.78,홍콩
202106,K-공연,0.45,홍콩
202107,K-라이프스타일푸드,36.82,홍콩
202107,K-쇼핑,30.18,홍콩
202107,K-한식,17.34,홍콩
202107,K-패션,2.37,홍콩
202107,K-뷰티웰니스,6.41,홍콩
202107,K-문화체험,0.75,홍콩
202107,K-나이트컬처,1.06,홍콩
202107,K-스포츠,4.46,홍콩
202107,K-공연,0.61,홍콩
202108,K-라이프스타일푸드,37.85,홍콩
202108,K-쇼핑,28.24,홍콩
202108,K-한식,18.51,홍콩
202108,K-패션,2.62,홍콩
202108,K-뷰티웰니스,5.96,홍콩
202108,K-문화체험,0.82,홍콩
202108,K-나이트컬처,1.26,홍콩
202108,K-스포츠,4.26,홍콩
202108,K-공연,0.48,홍콩
202109,K-라이프스타일푸드,38.51,홍콩
202109,K-쇼핑,29.32,홍콩
202109,K-한식,16.92,홍콩
202109,K-패션,2.44,홍콩
202109,K-뷰티웰니스,6.07,홍콩
202109,K-문화체험,0.5,홍콩
202109,K-나이트컬처,1.23,홍콩
202109,K-스포츠,4.37,홍콩
202109,K-공연,0.65,홍콩
202110,K-라이프스타일푸드,38.27,홍콩
202110,K-쇼핑,28.03,홍콩
202110,K-한식,18.3,홍콩
202110,K-패션,2.83,홍콩
202110,K-뷰티웰니스,5.53,홍콩
202110,K-문화체험,0.6,홍콩
202110,K-나이트컬처,1.27,홍콩
202110,K-스포츠,4.3,홍콩
202110,K-공연,0.87,홍콩
202111,K-라이프스타일푸드,38.65,홍콩
202111,K-쇼핑,28.01,홍콩
202111,K-한식,18.08,홍콩
202111,K-패션,2.5,홍콩
202111,K-뷰티웰니스,5.76,홍콩
202111,K-문화체험,0.67,홍콩
202111,K-나이트컬처,2.16,홍콩
202111,K-스포츠,3.12,홍콩
202111,K-공연,1.06,홍콩
202112,K-라이프스타일푸드,37.68,홍콩
202112,K-쇼핑,31.39,홍콩
202112,K-한식,16.77,홍콩
202112,K-패션,2.46,홍콩
202112,K-뷰티웰니스,6.25,홍콩
202112,K-문화체험,0.67,홍콩
202112,K-나이트컬처,1.75,홍콩
202112,K-스포츠,1.73,홍콩
202112,K-공연,1.31,홍콩
202201,K-라이프스타일푸드,39.67,홍콩
202201,K-쇼핑,30.87,홍콩
202201,K-한식,17.33,홍콩
202201,K-패션,2.12,홍콩
202201,K-뷰티웰니스,5.89,홍콩
202201,K-문화체험,0.69,홍콩
202201,K-나이트컬처,1.11,홍콩
202201,K-스포츠,1.5,홍콩
202201,K-공연,0.82,홍콩
202202,K-라이프스타일푸드,39.99,홍콩
202202,K-쇼핑,28.85,홍콩
202202,K-한식,17.97,홍콩
202202,K-패션,1.99,홍콩
202202,K-뷰티웰니스,6.79,홍콩
202202,K-문화체험,0.45,홍콩
202202,K-나이트컬처,1.24,홍콩
202202,K-스포츠,2.27,홍콩
202202,K-공연,0.45,홍콩
202203,K-라이프스타일푸드,39.25,홍콩
202203,K-쇼핑,27.81,홍콩
202203,K-한식,18.24,홍콩
202203,K-패션,2.2,홍콩
202203,K-뷰티웰니스,6.5,홍콩
202203,K-문화체험,0.68,홍콩
202203,K-나이트컬처,1.48,홍콩
202203,K-스포츠,3.17,홍콩
202203,K-공연,0.67,홍콩
202204,K-라이프스타일푸드,40.86,홍콩
202204,K-쇼핑,25.48,홍콩
202204,K-한식,18.26,홍콩
202204,K-패션,2.44,홍콩
202204,K-뷰티웰니스,5.87,홍콩
202204,K-문화체험,0.92,홍콩
202204,K-나이트컬처,2.22,홍콩
202204,K-스포츠,3.16,홍콩
202204,K-공연,0.79,홍콩
202205,K-라이프스타일푸드,40.38,홍콩
202205,K-쇼핑,25.09,홍콩
202205,K-한식,18.34,홍콩
202205,K-패션,2.93,홍콩
202205,K-뷰티웰니스,5.77,홍콩
202205,K-문화체험,0.96,홍콩
202205,K-나이트컬처,2.47,홍콩
202205,K-스포츠,2.92,홍콩
202205,K-공연,1.13,홍콩
202206,K-라이프스타일푸드,39.93,홍콩
202206,K-쇼핑,26.08,홍콩
202206,K-한식,18.38,홍콩
202206,K-패션,2.99,홍콩
202206,K-뷰티웰니스,5.81,홍콩
202206,K-문화체험,1.09,홍콩
202206,K-나이트컬처,2.04,홍콩
202206,K-스포츠,2.5,홍콩
202206,K-공연,1.18,홍콩
202207,K-라이프스타일푸드,38.03,홍콩
202207,K-쇼핑,26.44,홍콩
202207,K-한식,17.91,홍콩
202207,K-패션,3.87,홍콩
202207,K-뷰티웰니스,6.37,홍콩
202207,K-문화체험,1.81,홍콩
202207,K-나이트컬처,2.06,홍콩
202207,K-스포츠,2.36,홍콩
202207,K-공연,1.15,홍콩
202208,K-라이프스타일푸드,38.5,홍콩
202208,K-쇼핑,26.49,홍콩
202208,K-한식,18.19,홍콩
202208,K-패션,4.54,홍콩
202208,K-뷰티웰니스,6.43,홍콩
202208,K-문화체험,1.38,홍콩
202208,K-나이트컬처,1.84,홍콩
202208,K-스포츠,1.96,홍콩
202208,K-공연,0.67,홍콩
202209,K-라이프스타일푸드,37.8,홍콩
202209,K-쇼핑,26.36,홍콩
202209,K-한식,18.66,홍콩
202209,K-패션,5.07,홍콩
202209,K-뷰티웰니스,5.94,홍콩
202209,K-문화체험,1.59,홍콩
202209,K-나이트컬처,1.92,홍콩
202209,K-스포츠,1.88,홍콩
